caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,vetoes,overriddenVetoes
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4653,31.020,60.000,0.517,1.000,0.553,0.591,0.286,0.140,0.483,0.000,0.000,0.000,0.376,0.062,0.309,0.485,0.137,0.824,0.979,0.228,0.000,0.000,0.000,0.176,0.000,0.000,0.101,0.346,0.000,0.517,0.000,0.000,0.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6722,44.813,52.793,0.747,0.880,0.531,0.496,0.397,0.104,0.253,0.120,0.000,0.000,0.451,0.110,0.596,0.663,0.168,0.800,0.897,0.325,0.000,0.000,0.000,0.200,0.000,0.000,0.148,0.655,0.000,0.406,0.000,0.000,0.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,bicameral-majority,Bicameral simple majority,9000,60.000,1585,10.567,60.000,0.176,1.000,0.627,0.667,0.110,0.278,0.824,0.000,0.000,0.000,0.000,0.583,0.054,0.233,0.113,0.819,0.642,0.189,0.000,0.000,0.000,0.181,0.000,0.000,0.060,0.050,0.000,0.611,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,1031,6.873,60.000,0.115,1.000,0.640,0.687,0.073,0.310,0.885,0.000,0.000,0.000,0.000,0.711,0.031,0.203,0.109,0.818,0.463,0.186,0.000,0.000,0.000,0.182,0.000,0.000,0.054,0.038,0.000,0.638,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,524,6
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,simple-majority,Unicameral simple majority,9000,60.000,2102,14.013,60.000,0.234,1.000,0.590,0.635,0.138,0.234,0.766,0.000,0.000,0.000,0.000,0.504,0.090,0.310,0.316,0.818,0.492,0.652,0.000,0.000,0.000,0.182,0.000,0.000,0.106,0.141,0.000,0.545,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,2828,18.853,60.000,0.314,1.000,0.580,0.589,0.182,0.209,0.686,0.000,0.000,0.000,0.000,0.435,0.135,0.383,0.362,0.817,0.519,0.846,0.000,0.000,0.000,0.183,0.825,0.160,0.099,0.507,0.176,0.514,0.000,0.000,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,supermajority-60,Unicameral 60 percent passage,9000,60.000,588,3.920,60.000,0.065,1.000,0.668,0.687,0.044,0.355,0.935,0.000,0.000,0.000,0.000,0.824,0.014,0.160,0.393,0.817,0.099,0.719,0.000,0.000,0.000,0.183,0.000,0.000,0.076,0.039,0.000,0.646,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass,Default pass unless 2/3 block,9000,60.000,7510,50.067,60.000,0.834,1.000,0.525,0.498,0.438,0.109,0.166,0.000,0.000,0.000,0.469,0.030,0.653,0.646,0.318,0.799,0.983,0.799,0.000,0.000,0.000,0.201,0.000,0.000,0.180,0.810,0.000,0.382,0.000,0.000,0.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,7976,53.173,60.000,0.886,1.000,0.512,0.490,0.453,0.138,0.114,0.000,0.000,0.000,0.477,0.026,0.486,0.502,0.324,0.809,0.986,0.863,0.000,0.000,0.000,0.191,0.833,0.164,0.134,0.954,0.174,0.395,0.000,0.000,0.486,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,6794,45.293,60.000,0.755,1.000,0.526,0.510,0.397,0.117,0.245,0.000,0.000,0.000,0.466,0.092,0.560,0.614,0.293,0.800,0.981,0.709,0.000,0.000,0.000,0.200,0.000,0.000,0.152,0.298,0.000,0.398,0.000,0.000,0.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7557,50.380,60.000,0.840,1.000,0.525,0.489,0.441,0.109,0.160,0.000,0.000,0.000,0.466,0.024,0.657,0.645,0.319,0.798,0.983,0.843,0.000,0.000,0.000,0.202,0.000,0.000,0.125,0.961,0.164,0.404,0.000,0.000,0.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,6740,44.933,52.993,0.749,0.883,0.527,0.513,0.395,0.116,0.251,0.117,0.000,0.000,0.460,0.036,0.561,0.619,0.290,0.805,0.973,0.697,0.000,0.000,0.000,0.195,0.000,0.000,0.124,0.940,0.174,0.423,0.000,0.000,0.561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7517,50.113,60.000,0.835,1.000,0.523,0.497,0.437,0.107,0.165,0.000,0.000,0.000,0.473,0.030,0.654,0.646,0.322,0.801,0.973,0.809,0.207,0.756,1.298,0.199,0.000,0.000,0.180,0.803,0.000,0.378,0.000,0.000,0.654,0.000,0.000,0.000,0.000,0.000,2.005,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,7968,53.120,60.000,0.885,1.000,0.510,0.489,0.451,0.137,0.115,0.000,0.000,0.000,0.487,0.026,0.485,0.501,0.329,0.811,0.971,0.874,0.207,0.756,1.404,0.189,0.837,0.164,0.135,0.940,0.174,0.391,0.000,0.000,0.485,0.000,0.000,0.000,0.000,0.000,2.090,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6230,41.533,55.240,0.692,0.921,0.532,0.532,0.368,0.120,0.308,0.079,0.000,0.000,0.444,0.061,0.528,0.630,0.175,0.810,0.960,0.433,0.000,0.000,0.000,0.190,0.000,0.000,0.150,0.441,0.000,0.408,0.000,0.000,0.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1857,12.380,12.493,0.206,0.208,0.576,0.643,0.119,0.232,0.794,0.540,0.252,0.000,0.264,0.536,0.072,0.258,0.305,0.850,0.430,0.608,0.000,0.000,0.000,0.150,0.000,0.000,0.103,0.133,0.000,0.541,0.000,0.000,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5186,34.573,60.000,0.576,1.000,0.516,0.518,0.297,0.133,0.424,0.000,0.000,0.500,0.405,0.262,0.366,0.515,0.303,0.807,0.764,0.727,0.000,0.000,0.000,0.193,0.000,0.000,0.167,0.498,0.000,0.398,0.000,0.000,0.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2045,13.633,13.820,0.227,0.230,0.551,0.705,0.125,0.257,0.773,0.770,0.000,0.000,0.327,0.496,0.068,0.237,0.166,0.807,0.773,0.272,0.000,0.000,0.000,0.193,0.000,0.000,0.068,0.058,0.000,0.562,0.000,0.000,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3808,25.387,53.893,0.423,0.898,0.547,0.614,0.231,0.174,0.577,0.099,0.003,0.000,0.300,0.186,0.206,0.393,0.241,0.808,0.851,0.477,0.000,0.000,0.000,0.192,0.000,0.000,0.105,0.236,0.000,0.514,0.000,0.000,0.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,3896,25.973,60.000,0.433,1.000,0.534,0.636,0.231,0.156,0.567,0.000,0.000,0.000,0.415,0.152,0.241,0.451,0.178,0.816,0.941,0.296,0.000,0.000,0.000,0.184,0.000,0.000,0.096,0.219,0.000,0.521,0.000,0.000,0.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6329,42.193,50.200,0.703,0.837,0.526,0.512,0.370,0.112,0.297,0.163,0.000,0.000,0.460,0.141,0.539,0.631,0.297,0.802,0.889,0.713,0.000,0.000,0.000,0.198,0.000,0.000,0.169,0.605,0.000,0.395,0.000,0.000,0.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,bicameral-majority,Bicameral simple majority,9000,60.000,1354,9.027,60.000,0.150,1.000,0.618,0.657,0.093,0.273,0.850,0.000,0.000,0.000,0.000,0.647,0.047,0.235,0.337,0.819,0.290,0.664,0.000,0.000,0.000,0.181,0.000,0.000,0.096,0.091,0.000,0.580,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,862,5.747,60.000,0.096,1.000,0.633,0.668,0.061,0.298,0.904,0.000,0.000,0.000,0.000,0.758,0.026,0.207,0.353,0.816,0.180,0.680,0.000,0.000,0.000,0.184,0.000,0.000,0.089,0.060,0.000,0.605,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,423,3
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,simple-majority,Unicameral simple majority,9000,60.000,2077,13.847,60.000,0.231,1.000,0.574,0.622,0.132,0.236,0.769,0.000,0.000,0.000,0.000,0.562,0.082,0.283,0.228,0.808,0.577,0.441,0.000,0.000,0.000,0.192,0.000,0.000,0.092,0.101,0.000,0.525,0.000,0.000,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,2893,19.287,60.000,0.321,1.000,0.564,0.579,0.181,0.207,0.679,0.000,0.000,0.000,0.000,0.491,0.135,0.372,0.253,0.802,0.629,0.537,0.000,0.000,0.000,0.198,0.832,0.158,0.098,0.347,0.148,0.490,0.000,0.000,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,supermajority-60,Unicameral 60 percent passage,9000,60.000,424,2.827,60.000,0.047,1.000,0.641,0.694,0.030,0.377,0.953,0.000,0.000,0.000,0.000,0.874,0.008,0.118,0.249,0.818,0.107,0.433,0.000,0.000,0.000,0.182,0.000,0.000,0.058,0.014,0.000,0.635,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass,Default pass unless 2/3 block,9000,60.000,7799,51.993,60.000,0.867,1.000,0.526,0.485,0.456,0.103,0.133,0.000,0.000,0.000,0.455,0.037,0.678,0.652,0.260,0.782,0.996,0.607,0.000,0.000,0.000,0.218,0.000,0.000,0.171,0.782,0.000,0.379,0.000,0.000,0.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8415,56.100,60.000,0.935,1.000,0.513,0.478,0.480,0.133,0.065,0.000,0.000,0.000,0.452,0.024,0.509,0.499,0.263,0.792,0.997,0.638,0.000,0.000,0.000,0.208,0.836,0.161,0.137,0.950,0.148,0.389,0.000,0.000,0.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,7109,47.393,60.000,0.790,1.000,0.528,0.494,0.417,0.110,0.210,0.000,0.000,0.000,0.449,0.097,0.592,0.625,0.249,0.786,0.991,0.563,0.000,0.000,0.000,0.214,0.000,0.000,0.147,0.278,0.000,0.394,0.000,0.000,0.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7761,51.740,60.000,0.862,1.000,0.526,0.479,0.454,0.103,0.138,0.000,0.000,0.000,0.454,0.043,0.674,0.652,0.261,0.783,0.990,0.627,0.000,0.000,0.000,0.217,0.000,0.000,0.126,0.894,0.138,0.398,0.000,0.000,0.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,7129,47.527,54.040,0.792,0.901,0.528,0.497,0.418,0.108,0.208,0.099,0.000,0.000,0.442,0.041,0.600,0.633,0.248,0.787,0.993,0.562,0.000,0.000,0.000,0.213,0.000,0.000,0.126,0.897,0.148,0.412,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7798,51.987,60.000,0.866,1.000,0.526,0.485,0.455,0.103,0.134,0.000,0.000,0.000,0.455,0.040,0.677,0.652,0.263,0.784,0.991,0.613,0.097,0.633,2.339,0.216,0.000,0.000,0.172,0.783,0.000,0.377,0.000,0.000,0.677,0.000,0.000,0.000,0.000,0.000,4.309,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8455,56.367,60.000,0.939,1.000,0.512,0.478,0.481,0.132,0.061,0.000,0.000,0.000,0.453,0.027,0.511,0.498,0.266,0.793,0.994,0.643,0.097,0.633,2.564,0.207,0.838,0.162,0.137,0.951,0.147,0.387,0.000,0.000,0.511,0.000,0.000,0.000,0.000,0.000,4.607,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,7084,47.227,57.427,0.787,0.957,0.527,0.503,0.415,0.107,0.213,0.043,0.000,0.000,0.455,0.051,0.610,0.645,0.182,0.790,0.940,0.454,0.000,0.000,0.000,0.210,0.000,0.000,0.158,0.632,0.000,0.391,0.000,0.000,0.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1781,11.873,11.980,0.198,0.200,0.559,0.637,0.111,0.228,0.802,0.544,0.256,0.000,0.264,0.591,0.065,0.254,0.216,0.849,0.530,0.397,0.000,0.000,0.000,0.151,0.000,0.000,0.085,0.075,0.000,0.537,0.000,0.000,0.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5108,34.053,60.000,0.568,1.000,0.522,0.506,0.296,0.134,0.432,0.000,0.000,0.500,0.381,0.309,0.358,0.514,0.252,0.790,0.805,0.574,0.000,0.000,0.000,0.210,0.000,0.000,0.158,0.454,0.000,0.396,0.000,0.000,0.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1464,9.760,9.787,0.163,0.163,0.563,0.700,0.092,0.293,0.837,0.837,0.000,0.000,0.193,0.646,0.039,0.178,0.144,0.805,0.662,0.231,0.000,0.000,0.000,0.195,0.000,0.000,0.062,0.039,0.000,0.566,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4000,26.667,56.013,0.444,0.934,0.543,0.592,0.241,0.167,0.556,0.066,0.000,0.000,0.289,0.213,0.217,0.393,0.199,0.788,0.916,0.374,0.000,0.000,0.000,0.212,0.000,0.000,0.106,0.238,0.000,0.494,0.000,0.000,0.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4272,28.480,60.000,0.475,1.000,0.536,0.607,0.255,0.143,0.525,0.000,0.000,0.000,0.396,0.111,0.272,0.468,0.176,0.808,0.964,0.298,0.000,0.000,0.000,0.192,0.000,0.000,0.102,0.276,0.000,0.511,0.000,0.000,0.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6762,45.080,51.860,0.751,0.864,0.527,0.494,0.396,0.105,0.249,0.136,0.000,0.000,0.451,0.123,0.572,0.635,0.251,0.786,0.906,0.569,0.000,0.000,0.000,0.214,0.000,0.000,0.165,0.647,0.000,0.389,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,bicameral-majority,Bicameral simple majority,9000,60.000,1168,7.787,60.000,0.130,1.000,0.595,0.656,0.077,0.292,0.870,0.000,0.000,0.000,0.000,0.713,0.033,0.189,0.224,0.812,0.345,0.409,0.000,0.000,0.000,0.188,0.000,0.000,0.073,0.040,0.000,0.571,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,687,4.580,60.000,0.076,1.000,0.606,0.674,0.046,0.311,0.924,0.000,0.000,0.000,0.000,0.822,0.019,0.189,0.224,0.815,0.220,0.400,0.000,0.000,0.000,0.185,0.000,0.000,0.070,0.024,0.000,0.592,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,471,4
two-party,Two-Party System,Generated legislators sort into two broad parties.,simple-majority,Unicameral simple majority,9000,60.000,2396,15.973,60.000,0.266,1.000,0.597,0.638,0.159,0.233,0.734,0.000,0.000,0.000,0.000,0.438,0.106,0.318,0.219,0.825,0.701,0.414,0.000,0.000,0.000,0.175,0.000,0.000,0.088,0.121,0.000,0.557,0.000,0.000,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,2983,19.887,60.000,0.331,1.000,0.585,0.613,0.194,0.212,0.669,0.000,0.000,0.000,0.000,0.383,0.143,0.379,0.236,0.823,0.744,0.478,0.000,0.000,0.000,0.177,0.831,0.160,0.086,0.380,0.149,0.537,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,supermajority-60,Unicameral 60 percent passage,9000,60.000,811,5.407,60.000,0.090,1.000,0.669,0.724,0.060,0.370,0.910,0.000,0.000,0.000,0.000,0.751,0.019,0.151,0.214,0.824,0.315,0.367,0.000,0.000,0.000,0.176,0.000,0.000,0.051,0.021,0.000,0.667,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass,Default pass unless 2/3 block,9000,60.000,7559,50.393,60.000,0.840,1.000,0.532,0.494,0.447,0.108,0.160,0.000,0.000,0.000,0.449,0.022,0.667,0.660,0.260,0.799,0.996,0.600,0.000,0.000,0.000,0.201,0.000,0.000,0.167,0.765,0.000,0.391,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8016,53.440,60.000,0.891,1.000,0.519,0.491,0.462,0.137,0.109,0.000,0.000,0.000,0.453,0.018,0.499,0.513,0.262,0.814,0.996,0.625,0.000,0.000,0.000,0.186,0.837,0.164,0.132,0.950,0.147,0.404,0.000,0.000,0.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,6869,45.793,60.000,0.763,1.000,0.536,0.506,0.409,0.116,0.237,0.000,0.000,0.000,0.440,0.074,0.583,0.633,0.246,0.801,0.996,0.548,0.000,0.000,0.000,0.199,0.000,0.000,0.144,0.276,0.000,0.408,0.000,0.000,0.583,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7517,50.113,60.000,0.835,1.000,0.532,0.488,0.445,0.108,0.165,0.000,0.000,0.000,0.446,0.028,0.665,0.661,0.261,0.798,0.999,0.619,0.000,0.000,0.000,0.202,0.000,0.000,0.124,0.933,0.138,0.409,0.000,0.000,0.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,6918,46.120,54.113,0.769,0.902,0.537,0.506,0.412,0.115,0.231,0.098,0.000,0.000,0.437,0.028,0.589,0.636,0.247,0.806,0.996,0.549,0.000,0.000,0.000,0.194,0.000,0.000,0.123,0.958,0.147,0.426,0.000,0.000,0.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
